fips,statefp,countyfp,name,state,aland_mi2,total_pest,pest_per_land_area,cancer,top_5_pest,cancer_old,geoid_old,county
01001,01,001,Autauga County,Alabama,594.4523007722008,17880.7,30.079284707574946,459.5,"2,4-D<br>DICAMBA<br>GLYPHOSATE<br>PARAQUAT<br>ACEPHATE",459.5,01001,"Autauga County, Alabama(6)"
01003,01,003,Baldwin County,Alabama,1589.8769945945946,185764.1,116.84180639859392,442.5,CHLOROTHALONIL<br>GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>FLUTOLANIL<br>ATRAZINE,442.5,01003,"Baldwin County, Alabama(6)"
01005,01,005,Barbour County,Alabama,885.0039193050193,54781.6,61.89983886514219,444.5,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>PENDIMETHALIN<br>DICHLOROPROPENE",444.5,01005,"Barbour County, Alabama(6)"
01007,01,007,Bibb County,Alabama,622.4666845559846,7673.500000000001,12.327567386957634,444.8,"2,4-D<br>GLYPHOSATE<br>ATRAZINE<br>SULFUR<br>DODINE",444.8,01007,"Bibb County, Alabama(6)"
01009,01,009,Blount County,Alabama,644.887683011583,22650.6,35.123325497896296,410.1,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>METOLACHLOR & METOLACHLOR-S<br>DICAMBA",410.1,01009,"Blount County, Alabama(6)"
01011,01,011,Bullock County,Alabama,622.8124795366796,8837.300000000001,14.189343165657524,434.2,"2,4-D<br>SULFUR<br>ATRAZINE<br>CHLOROTHALONIL<br>AMINOPYRALID",434.2,01011,"Bullock County, Alabama(6)"
01013,01,013,Butler County,Alabama,776.834961003861,20871.5,26.867354132760592,460.9,"CHLOROTHALONIL<br>ATRAZINE<br>GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>2,4-D",460.9,01013,"Butler County, Alabama(6)"
01015,01,015,Calhoun County,Alabama,605.8906891891892,24142,39.84547118937764,493.2,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>TRIBUFOS<br>GLUFOSINATE",493.2,01015,"Calhoun County, Alabama(6)"
01017,01,017,Chambers County,Alabama,596.5515857142857,19420.9,32.55527345006758,435.9,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>ACEPHATE<br>TRIBUFOS",435.9,01017,"Chambers County, Alabama(6)"
01019,01,019,Cherokee County,Alabama,553.5192142857143,89528.7,161.74452067672448,421.5,"GLYPHOSATE<br>ETHEPHON<br>TRIBUFOS<br>2,4-D<br>GLUFOSINATE",421.5,01019,"Cherokee County, Alabama(6)"
01021,01,021,Chilton County,Alabama,692.8352258687258,36158.4,52.18903232678743,422.7,"SULFUR<br>2,4-D<br>CHLOROTHALONIL<br>CAPTAN<br>GLYPHOSATE",422.7,01021,"Chilton County, Alabama(6)"
01023,01,023,Choctaw County,Alabama,913.474935907336,5741.8,6.285667810137328,384.3,"GLYPHOSATE<br>2,4-D<br>ATRAZINE<br>ETHEPHON<br>CHLOROTHALONIL",384.3,01023,"Choctaw County, Alabama(6)"
01025,01,025,Clarke County,Alabama,1238.4147038610038,5895.5,4.760521642402669,499.9,"GLYPHOSATE<br>2,4-D<br>CHLOROTHALONIL<br>ETHEPHON<br>METOLACHLOR & METOLACHLOR-S",499.9,01025,"Clarke County, Alabama(6)"
01027,01,027,Clay County,Alabama,603.9596239382239,13627.9,22.564256714938832,466.4,"2,4-D<br>GLYPHOSATE<br>ATRAZINE<br>PICLORAM<br>SULFUR",466.4,01027,"Clay County, Alabama(6)"
01029,01,029,Cleburne County,Alabama,560.1039227799228,4566.3,8.152594213831637,423.6,"2,4-D<br>GLYPHOSATE<br>ATRAZINE<br>METOLACHLOR & METOLACHLOR-S<br>AMINOPYRALID",423.6,01029,"Cleburne County, Alabama(6)"
01031,01,031,Coffee County,Alabama,678.9829837837838,103657.6,152.6659761373473,419.5,"GLYPHOSATE<br>ETHEPHON<br>DICHLOROPROPENE<br>2,4-D<br>CHLOROTHALONIL",419.5,01031,"Coffee County, Alabama(6)"
01033,01,033,Colbert County,Alabama,592.9500629343629,71497.8,120.57980000233934,434.3,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>TRIBUFOS<br>PARAQUAT",434.3,01033,"Colbert County, Alabama(6)"
01035,01,035,Conecuh County,Alabama,850.2754374517375,48640.6,57.20569812739168,464.9,GLYPHOSATE<br>ETHEPHON<br>METOLACHLOR & METOLACHLOR-S<br>TRIBUFOS<br>PENDIMETHALIN,464.9,01035,"Conecuh County, Alabama(6)"
01037,01,037,Coosa County,Alabama,650.9061633204633,6035.8,9.272918801705016,388.1,"2,4-D<br>PICLORAM<br>CHLOROTHALONIL<br>AMINOPYRALID<br>SULFUR",388.1,01037,"Coosa County, Alabama(6)"
01039,01,039,Covington County,Alabama,1030.5658532818534,95739.5,92.8999342401226,394.7,"GLYPHOSATE<br>ETHEPHON<br>2,4-D<br>DICHLOROPROPENE<br>ATRAZINE",394.7,01039,"Covington County, Alabama(6)"
01041,01,041,Crenshaw County,Alabama,608.8620706563706,25779.2,42.33996703425669,558.5,"2,4-D<br>GLYPHOSATE<br>ATRAZINE<br>DICHLOROPROPENE<br>TERBUFOS",558.5,01041,"Crenshaw County, Alabama(6)"
01043,01,043,Cullman County,Alabama,734.7433347490347,29329.1,39.917476774413885,406.7,"2,4-D<br>GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>DICAMBA<br>ATRAZINE",406.7,01043,"Cullman County, Alabama(6)"
01045,01,045,Dale County,Alabama,561.1104880308881,83398.2,148.630620490931,432.2,"GLYPHOSATE<br>DICHLOROPROPENE<br>ETHEPHON<br>CHLOROTHALONIL<br>2,4-D",432.2,01045,"Dale County, Alabama(6)"
01047,01,047,Dallas County,Alabama,978.7334370656372,39386.6,40.242417913181605,426.1,"2,4-D<br>GLYPHOSATE<br>DICAMBA<br>CHLOROTHALONIL<br>DICHLOROPROPENE",426.1,01047,"Dallas County, Alabama(6)"
01049,01,049,DeKalb County,Alabama,777.0734606177606,55961,72.0150704355698,369.3,"GLYPHOSATE<br>2,4-D<br>ATRAZINE<br>METOLACHLOR & METOLACHLOR-S<br>DICAMBA",369.3,01049,"DeKalb County, Alabama(6)"
01051,01,051,Elmore County,Alabama,618.5169945945946,21057,34.044335376430126,474.6,"DICAMBA<br>2,4-D<br>GLYPHOSATE<br>PARAQUAT<br>ACEPHATE",474.6,01051,"Elmore County, Alabama(6)"
01053,01,053,Escambia County,Alabama,945.4035382239382,164257.6,173.74337344725723,393.2,GLYPHOSATE<br>CHLOROTHALONIL<br>METOLACHLOR & METOLACHLOR-S<br>ETHEPHON<br>FLUTOLANIL,393.2,01053,"Escambia County, Alabama(6)"
01055,01,055,Etowah County,Alabama,535.1410992277993,15743.1,29.418596371530914,453.8,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>METOLACHLOR & METOLACHLOR-S<br>ATRAZINE",453.8,01055,"Etowah County, Alabama(6)"
01057,01,057,Fayette County,Alabama,627.6807926640927,50133,79.87021522073081,422.2,"ETHEPHON<br>GLYPHOSATE<br>ACEPHATE<br>2,4-D<br>TRIBUFOS",422.2,01057,"Fayette County, Alabama(6)"
01059,01,059,Franklin County,Alabama,633.9559768339768,24232.9,38.22489397610998,421.9,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>TRIBUFOS<br>PARAQUAT",421.9,01059,"Franklin County, Alabama(6)"
01061,01,061,Geneva County,Alabama,574.4820135135135,185986.5,323.74642830419106,406.7,GLYPHOSATE<br>DICHLOROPROPENE<br>ETHEPHON<br>CHLOROTHALONIL<br>ATRAZINE,406.7,01061,"Geneva County, Alabama(6)"
01063,01,063,Greene County,Alabama,647.0200976833977,6984.4000000000005,10.794718780772143,466.4,"2,4-D<br>AMINOPYRALID<br>SULFUR<br>SULFOSULFURON<br>DODINE",466.4,01063,"Greene County, Alabama(6)"
01065,01,065,Hale County,Alabama,643.9881432432433,12856.9,19.964498003410863,453.9,"2,4-D<br>AMINOPYRALID<br>SULFUR<br>ATRAZINE<br>SULFOSULFURON",453.9,01065,"Hale County, Alabama(6)"
01067,01,067,Henry County,Alabama,561.8893382239382,135237.7,240.6838692249784,446,GLYPHOSATE<br>ETHEPHON<br>DICHLOROPROPENE<br>CHLOROTHALONIL<br>PENDIMETHALIN,446,01067,"Henry County, Alabama(6)"
01069,01,069,Houston County,Alabama,579.8232625482625,252880.1,436.1330707716321,432,DICHLOROPROPENE<br>METAM<br>GLYPHOSATE<br>CHLOROTHALONIL<br>CHLOROPICRIN,432,01069,"Houston County, Alabama(6)"
01071,01,071,Jackson County,Alabama,1078.0095027027028,92026.4,85.36696547598,424.4,"GLYPHOSATE<br>ATRAZINE<br>METOLACHLOR & METOLACHLOR-S<br>2,4-D<br>DICAMBA",424.4,01071,"Jackson County, Alabama(6)"
01073,01,073,Jefferson County,Alabama,1111.5509737451737,3389.7,3.049522765995164,434.2,"2,4-D<br>GLYPHOSATE<br>ATRAZINE<br>CHLOROTHALONIL<br>SULFUR",434.2,01073,"Jefferson County, Alabama(6)"
01075,01,075,Lamar County,Alabama,604.8435027027027,10913.8,18.044006344174015,452.1,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>ACEPHATE<br>ATRAZINE",452.1,01075,"Lamar County, Alabama(6)"
01077,01,077,Lauderdale County,Alabama,668.0144671814671,119014.7,178.16186003000067,411.4,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>TRIBUFOS<br>PARAQUAT",411.4,01077,"Lauderdale County, Alabama(6)"
01079,01,079,Lawrence County,Alabama,690.6814254826255,137622.5,199.25611855543085,474.9,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>TRIBUFOS<br>PARAQUAT",474.9,01079,"Lawrence County, Alabama(6)"
01081,01,081,Lee County,Alabama,607.5530571428571,15005.2,24.6977606705907,343.6,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>ACEPHATE<br>TRIBUFOS",343.6,01081,"Lee County, Alabama(6)"
01083,01,083,Limestone County,Alabama,563.3958961389961,201484,357.6241882143416,423.3,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>TRIBUFOS<br>PARAQUAT",423.3,01083,"Limestone County, Alabama(6)"
01085,01,085,Lowndes County,Alabama,716.081805019305,23181.5,32.37269797600156,548.3,"2,4-D<br>GLYPHOSATE<br>AMINOPYRALID<br>DICAMBA<br>ATRAZINE",548.3,01085,"Lowndes County, Alabama(6)"
01087,01,087,Macon County,Alabama,608.6623934362934,20273.5,33.30828422886941,430.1,"DICAMBA<br>2,4-D<br>GLYPHOSATE<br>PARAQUAT<br>ACEPHATE",430.1,01087,"Macon County, Alabama(6)"
01089,01,089,Madison County,Alabama,801.6085988416988,192870.4,240.6042054422721,405.5,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>TRIBUFOS<br>PARAQUAT",405.5,01089,"Madison County, Alabama(6)"
01091,01,091,Marengo County,Alabama,976.8938702702704,15481.2,15.8473714199035,446.8,"2,4-D<br>GLYPHOSATE<br>DICAMBA<br>ATRAZINE<br>AMINOPYRALID",446.8,01091,"Marengo County, Alabama(6)"
01093,01,093,Marion County,Alabama,742.3386872586873,9259.7,12.473686416902607,423.2,"GLYPHOSATE<br>2,4-D<br>PARAQUAT<br>ETHEPHON<br>TRIBUFOS",423.2,01093,"Marion County, Alabama(6)"
01095,01,095,Marshall County,Alabama,565.8509525096525,26241.9,46.37599333112787,423.8,"2,4-D<br>GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>ATRAZINE<br>DICAMBA",423.8,01095,"Marshall County, Alabama(6)"
01097,01,097,Mobile County,Alabama,1229.3739606177603,76493.4,62.22142525416926,434.4,CHLOROTHALONIL<br>GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>ETHEPHON<br>FLUTOLANIL,434.4,01097,"Mobile County, Alabama(6)"
01099,01,099,Monroe County,Alabama,1025.6639667953668,105607.1,102.96461942595472,427.7,GLYPHOSATE<br>CHLOROTHALONIL<br>ETHEPHON<br>METOLACHLOR & METOLACHLOR-S<br>TRIBUFOS,427.7,01099,"Monroe County, Alabama(6)"
01101,01,101,Montgomery County,Alabama,785.3504841698842,24782,31.55533802999381,447.7,"2,4-D<br>GLYPHOSATE<br>AMINOPYRALID<br>DICAMBA<br>PARAQUAT",447.7,01101,"Montgomery County, Alabama(6)"
01103,01,103,Morgan County,Alabama,579.6718065637066,21440.9,36.987998652378174,467.3,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>TRIBUFOS<br>PARAQUAT",467.3,01103,"Morgan County, Alabama(6)"
01105,01,105,Perry County,Alabama,719.6664868725869,16844.2,23.405563976167443,435.5,"2,4-D<br>GLYPHOSATE<br>ATRAZINE<br>DICAMBA<br>METOLACHLOR & METOLACHLOR-S",435.5,01105,"Perry County, Alabama(6)"
01107,01,107,Pickens County,Alabama,881.4034915057915,37737.4,42.81512424636457,502.9,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>ACEPHATE<br>ATRAZINE",502.9,01107,"Pickens County, Alabama(6)"
01109,01,109,Pike County,Alabama,672.0638486486487,56001.5,83.32764827717624,464.1,"GLYPHOSATE<br>2,4-D<br>ATRAZINE<br>ETHEPHON<br>DICHLOROPROPENE",464.1,01109,"Pike County, Alabama(6)"
01111,01,111,Randolph County,Alabama,580.547627027027,22482,38.725504942858656,431.4,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>ACEPHATE<br>ATRAZINE",431.4,01111,"Randolph County, Alabama(6)"
01113,01,113,Russell County,Alabama,641.1791355212355,42624.5,66.4783016767212,368.3,"GLYPHOSATE<br>ETHEPHON<br>DICHLOROPROPENE<br>ATRAZINE<br>2,4-D",368.3,01113,"Russell County, Alabama(6)"
01115,01,115,St. Clair County,Alabama,631.6071023166023,4098.2,6.488527416757447,441.7,"2,4-D<br>AMINOPYRALID<br>CHLOROTHALONIL<br>SULFUR<br>ATRAZINE",441.7,01115,"St. Clair County, Alabama(6)"
01117,01,117,Shelby County,Alabama,785.4505,44222.2,56.30170201686802,394.4,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>ACEPHATE<br>TRIBUFOS",394.4,01117,"Shelby County, Alabama(6)"
01119,01,119,Sumter County,Alabama,903.8219737451738,12645.2,13.99080833098358,454.3,"2,4-D<br>AMINOPYRALID<br>GLYPHOSATE<br>ATRAZINE<br>SULFUR",454.3,01119,"Sumter County, Alabama(6)"
01121,01,121,Talladega County,Alabama,736.8141857142857,60423.9,82.00697159681256,461.2,"GLYPHOSATE<br>2,4-D<br>ETHEPHON<br>ACEPHATE<br>ATRAZINE",461.2,01121,"Talladega County, Alabama(6)"
01123,01,123,Tallapoosa County,Alabama,716.5280803088804,14003,19.542848891509735,483.1,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>ACEPHATE<br>ATRAZINE",483.1,01123,"Tallapoosa County, Alabama(6)"
01125,01,125,Tuscaloosa County,Alabama,1320.8507154440151,21183.3,16.037618598615857,391,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>ACEPHATE<br>ATRAZINE",391,01125,"Tuscaloosa County, Alabama(6)"
01127,01,127,Walker County,Alabama,791.0277231660232,12489.6,15.789079995845666,488.8,"2,4-D<br>GLYPHOSATE<br>ETHEPHON<br>ACEPHATE<br>ATRAZINE",488.8,01127,"Walker County, Alabama(6)"
01129,01,129,Washington County,Alabama,1080.2504193050192,48704.9,45.08667539452044,461.3,CHLOROTHALONIL<br>GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>FLUTOLANIL<br>ETHEPHON,461.3,01129,"Washington County, Alabama(6)"
01131,01,131,Wilcox County,Alabama,887.8534969111969,8680.7,9.777176110923447,491.1,"2,4-D<br>GLYPHOSATE<br>ATRAZINE<br>ETHEPHON<br>TRICLOPYR",491.1,01131,"Wilcox County, Alabama(6)"
01133,01,133,Winston County,Alabama,612.9965081081081,1938.1,3.161681957996075,431.3,"GLYPHOSATE<br>2,4-D<br>CHLOROTHALONIL<br>PARAQUAT<br>MANCOZEB",431.3,01133,"Winston County, Alabama(6)"
02013,02,013,Aleutians East Borough,Alaska,6986.221984555985,NA,NA,219.1,NA,219.1,02013,"Aleutians East Borough, Alaska(6)"
02016,02,016,Aleutians West Census Area,Alaska,4393.030620849421,NA,NA,290.1,NA,290.1,02016,"Aleutians West Census Area, Alaska(6)"
02020,02,020,Anchorage Municipality,Alaska,1707.060720849421,NA,NA,451.5,NA,451.5,02020,"Anchorage Borough, Alaska(6)"
02050,02,050,Bethel Census Area,Alaska,40660.39732972973,NA,NA,366.6,NA,366.6,02050,"Bethel Census Area, Alaska(6)"
02060,02,060,Bristol Bay Borough,Alaska,481.3796277992278,NA,NA,364.7,NA,364.7,02060,"Bristol Bay Borough, Alaska(6)"
02063,02,063,Chugach Census Area,Alaska,9575.345991505792,NA,NA,NA,NA,NA,NA,NA
02066,02,066,Copper River Census Area,Alaska,24646.64464942085,NA,NA,NA,NA,NA,NA,NA
02068,02,068,Denali Borough,Alaska,12640.990566795366,NA,NA,491.6,NA,491.6,02068,"Denali, Alaska(6)"
02070,02,070,Dillingham Census Area,Alaska,18335.71075366795,NA,NA,442.9,NA,442.9,02070,"Dillingham Census Area, Alaska(6)"
02090,02,090,Fairbanks North Star Borough,Alaska,7334.789577992278,NA,NA,408.5,NA,408.5,02090,"Fairbanks North Star, Alaska(6)"
02100,02,100,Haines Borough,Alaska,2334.9215216216217,NA,NA,344.3,NA,344.3,02100,"Haines Borough, Alaska(6)"
02105,02,105,Hoonah-Angoon Census Area,Alaska,6560.288602316602,NA,NA,410.2,NA,410.2,02105,"Hoonah-Angoon Census Area, Alaska(6)"
02110,02,110,Juneau City and Borough,Alaska,2702.911323938224,NA,NA,396.9,NA,396.9,02110,"Juneau Borough, Alaska(6)"
02122,02,122,Kenai Peninsula Borough,Alaska,16017.50722123552,NA,NA,446.9,NA,446.9,02122,"Kenai Peninsula Borough, Alaska(6)"
02130,02,130,Ketchikan Gateway Borough,Alaska,4857.068766023166,NA,NA,474.1,NA,474.1,02130,"Ketchikan Gateway Borough, Alaska(6)"
02150,02,150,Kodiak Island Borough,Alaska,6689.45496988417,NA,NA,405.2,NA,405.2,02150,"Kodiak Island Borough, Alaska(6)"
02158,02,158,Kusilvak Census Area,Alaska,17077.885473745173,NA,NA,403.7,NA,403.7,02158,"Kusilvak Census Area, Alaska(6)"
02164,02,164,Lake and Peninsula Borough,Alaska,23830.90832934363,NA,NA,480.1,NA,480.1,02164,"Lake and Peninsula Borough, Alaska(6)"
02170,02,170,Matanuska-Susitna Borough,Alaska,24707.219375289576,NA,NA,433.9,NA,433.9,02170,"Matanuska-Susitna Borough, Alaska(6)"
02180,02,180,Nome Census Area,Alaska,22969.58751042471,NA,NA,488.5,NA,488.5,02180,"Nome Census Area, Alaska(6)"
02185,02,185,North Slope Borough,Alaska,88792.3870057915,NA,NA,321.7,NA,321.7,02185,"North Slope Borough, Alaska(6)"
02188,02,188,Northwest Arctic Borough,Alaska,35671.53162084942,NA,NA,422,NA,422,02188,"Northwest Arctic Borough, Alaska(6)"
02195,02,195,Petersburg Borough,Alaska,2900.8751833976835,NA,NA,327.2,NA,327.2,02195,"Petersburg Census Area, Alaska(6)"
02198,02,198,Prince of Wales-Hyder Census Area,Alaska,5267.611795752896,NA,NA,431.4,NA,431.4,02198,"Prince of Wales-Hyder Census Area, Alaska(6)"
02220,02,220,Sitka City and Borough,Alaska,2870.087277992278,NA,NA,355.2,NA,355.2,02220,"Sitka Borough, Alaska(6)"
02230,02,230,Skagway Municipality,Alaska,442.92603706563705,NA,NA,345.4,NA,345.4,02230,"Skagway Municipality, Alaska(6)"
02240,02,240,Southeast Fairbanks Census Area,Alaska,24832.1553996139,NA,NA,511.8,NA,511.8,02240,"Southeast Fairbanks Census Area, Alaska(6)"
02275,02,275,Wrangell City and Borough,Alaska,2556.085615057915,NA,NA,429.2,NA,429.2,02275,"Wrangell Borough, Alaska(6)"
02282,02,282,Yakutat City and Borough,Alaska,7627.551188416988,NA,NA,NA,NA,*,02282,"Yakutat City and Borough, Alaska(6)"
02290,02,290,Yukon-Koyukuk Census Area,Alaska,145768.44918803088,NA,NA,518.4,NA,518.4,02290,"Yukon-Koyukuk Census Area, Alaska(6)"
04001,04,001,Apache County,Arizona,11198.257897683396,53539.8,4.781082958544461,301.3,BACILLUS AMYLOLIQUEFACIEN<br>BENSULIDE<br>MANCOZEB<br>ACEPHATE<br>PROPYZAMIDE,301.3,04001,"Apache County, Arizona(6)"
04003,04,003,Cochise County,Arizona,6209.8347281853285,274242.8,44.16265681842723,393.9,METAM<br>SULFUR<br>GLYPHOSATE<br>PENDIMETHALIN<br>DICHLOROPROPENE,393.9,04003,"Cochise County, Arizona(6)"
04005,04,005,Coconino County,Arizona,18616.266072586874,17615.5,0.9462423845531228,329.4,"METAM<br>DCPA<br>2,4-D<br>DICAMBA<br>GLYPHOSATE",329.4,04005,"Coconino County, Arizona(6)"
04007,04,007,Gila County,Arizona,4757.555462162162,44822.7,9.421372037905671,327.9,BACILLUS AMYLOLIQUEFACIEN<br>BENSULIDE<br>MANCOZEB<br>ACEPHATE<br>PROPYZAMIDE,327.9,04007,"Gila County, Arizona(6)"
04009,04,009,Graham County,Arizona,4621.855583011583,72896,15.772020282923089,328.9,GLYPHOSATE<br>SULFUR<br>METAM<br>PENDIMETHALIN<br>DCPA,328.9,04009,"Graham County, Arizona(6)"
04011,04,011,Greenlee County,Arizona,1842.8290023166023,91780.1,49.80391554757611,365,BACILLUS AMYLOLIQUEFACIEN<br>BENSULIDE<br>DICHLOROPROPENE<br>METAM<br>SULFUR,365,04011,"Greenlee County, Arizona(6)"
04012,04,012,La Paz County,Arizona,4496.5585158301155,96997.6,21.57151956513417,406.4,TRIFLURALIN<br>PENDIMETHALIN<br>METAM<br>GLYPHOSATE<br>CHLORPYRIFOS,406.4,04012,"La Paz County, Arizona(6)"
04013,04,013,Maricopa County,Arizona,9201.973002316605,604116.8,65.65079030854722,395.2,METAM POTASSIUM<br>METAM<br>TRIFLURALIN<br>SULFUR<br>PENDIMETHALIN,395.2,04013,"Maricopa County, Arizona(6)"
04015,04,015,Mohave County,Arizona,13332.055653667954,132695.9,9.953146269944671,405.2,METAM<br>PENDIMETHALIN<br>TRIFLURALIN<br>DCPA<br>CHLORPYRIFOS,405.2,04015,"Mohave County, Arizona(6)"
04017,04,017,Navajo County,Arizona,9949.44958108108,9767.8,0.9817427507320114,370,"METAM<br>GLYPHOSATE<br>SULFUR<br>2,4-D<br>PENDIMETHALIN",370,04017,"Navajo County, Arizona(6)"
04019,04,019,Pima County,Arizona,9188.6404980695,105152.6,11.443760371525274,397.9,METAM<br>GLYPHOSATE<br>SULFUR<br>PENDIMETHALIN<br>TRIFLURALIN,397.9,04019,"Pima County, Arizona(6)"
04021,04,021,Pinal County,Arizona,5366.652353281854,449179.3,83.69822944191915,389.8,GLYPHOSATE<br>METAM<br>TRIFLURALIN<br>PENDIMETHALIN<br>SULFUR,389.8,04021,"Pinal County, Arizona(6)"
04023,04,023,Santa Cruz County,Arizona,1236.2546826254827,5144.6,4.161440253616845,319.5,METAM<br>PETROLEUM OIL<br>TRIFLURALIN<br>SULFUR<br>PENDIMETHALIN,319.5,04023,"Santa Cruz County, Arizona(6)"
04025,04,025,Yavapai County,Arizona,8122.894785328185,17369.9,2.1383879096124736,406.8,METAM<br>DCPA<br>SULFUR<br>PETROLEUM OIL<br>PENDIMETHALIN,406.8,04025,"Yavapai County, Arizona(6)"
04027,04,027,Yuma County,Arizona,5513.79411003861,238441.8,43.24459623290692,381.6,PETROLEUM OIL<br>GLYPHOSATE<br>METAM<br>BACILLUS AMYLOLIQUEFACIEN<br>BENSULIDE,381.6,04027,"Yuma County, Arizona(6)"
05001,05,001,Arkansas County,Arkansas,992.1356857142856,533289.6,537.5168010573669,515.8,METOLACHLOR & METOLACHLOR-S<br>GLYPHOSATE<br>PROPANIL<br>ATRAZINE<br>GLUFOSINATE,515.8,05001,"Arkansas County, Arkansas(6)"
05003,05,003,Ashley County,Arkansas,925.4873915057916,248668.2,268.6889116829679,428.4,"GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>PARAQUAT<br>ATRAZINE<br>2,4-D",428.4,05003,"Ashley County, Arkansas(6)"
05005,05,005,Baxter County,Arkansas,553.9285841698842,6632.4,11.973384637550875,464.7,"2,4-D<br>TRICLOPYR<br>GLYPHOSATE<br>PICLORAM<br>AMINOPYRALID",464.7,05005,"Baxter County, Arkansas(6)"
05007,05,007,Benton County,Arkansas,847.728764092664,32235.9,38.02619583694619,417.5,"2,4-D<br>TRICLOPYR<br>GLUFOSINATE<br>GLYPHOSATE<br>AMINOPYRALID",417.5,05007,"Benton County, Arkansas(6)"
05009,05,009,Boone County,Arkansas,589.7201992277992,43790.6,74.25657126437416,458.9,"2,4-D<br>TRICLOPYR<br>AMINOPYRALID<br>GLYPHOSATE<br>ATRAZINE",458.9,05009,"Boone County, Arkansas(6)"
05011,05,011,Bradley County,Arkansas,649.1640988416989,3660.7,5.639098043979595,456.2,"2,4-D<br>PENDIMETHALIN<br>PICLORAM<br>TRICLOPYR<br>GLYPHOSATE",456.2,05011,"Bradley County, Arkansas(6)"
05013,05,013,Calhoun County,Arkansas,628.5976231660231,3242.6,5.158466848264832,449.9,"2,4-D<br>PENDIMETHALIN<br>GLYPHOSATE<br>PICLORAM<br>TRICLOPYR",449.9,05013,"Calhoun County, Arkansas(6)"
05015,05,015,Carroll County,Arkansas,629.9246617760617,35976,57.11159156488061,432.6,"2,4-D<br>TRICLOPYR<br>AMINOPYRALID<br>GLYPHOSATE<br>ATRAZINE",432.6,05015,"Carroll County, Arkansas(6)"
05017,05,017,Chicot County,Arkansas,636.9746722007721,532802.1,836.4572772715563,430.7,"GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>PARAQUAT<br>2,4-D<br>FOMESAFEN",430.7,05017,"Chicot County, Arkansas(6)"
05019,05,019,Clark County,Arkansas,865.9672486486486,59085.9,68.23110237968491,498.9,"GLYPHOSATE<br>2,4-D<br>FLUOMETURON<br>METOLACHLOR & METOLACHLOR-S<br>GLUFOSINATE",498.9,05019,"Clark County, Arkansas(6)"
05021,05,021,Clay County,Arkansas,639.2208266409266,499345.3,781.1780830484428,526.8,GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>PROPANIL<br>GLUFOSINATE<br>THIOBENCARB,526.8,05021,"Clay County, Arkansas(6)"
05023,05,023,Cleburne County,Arkansas,553.9566285714286,7872.6,14.211581907237502,492.5,"2,4-D<br>TRICLOPYR<br>GLYPHOSATE<br>PICLORAM<br>AMINOPYRALID",492.5,05023,"Cleburne County, Arkansas(6)"
05025,05,025,Cleveland County,Arkansas,597.9077073359074,3783.8,6.328401446536703,479.3,"2,4-D<br>PENDIMETHALIN<br>GLYPHOSATE<br>PICLORAM<br>TRICLOPYR",479.3,05025,"Cleveland County, Arkansas(6)"
05027,05,027,Columbia County,Arkansas,766.0613428571429,7941.1,10.366141137447888,400.4,"2,4-D<br>PENDIMETHALIN<br>GLYPHOSATE<br>PICLORAM<br>METOLACHLOR & METOLACHLOR-S",400.4,05027,"Columbia County, Arkansas(6)"
05029,05,029,Conway County,Arkansas,551.9214127413128,54986.5,99.62740841470549,470.6,"2,4-D<br>METOLACHLOR & METOLACHLOR-S<br>GLYPHOSATE<br>GLUFOSINATE<br>FOMESAFEN",470.6,05029,"Conway County, Arkansas(6)"
05031,05,031,Craighead County,Arkansas,707.1627833976834,642971.1,909.2264399304732,494.9,GLYPHOSATE<br>METOLACHLOR & METOLACHLOR-S<br>ETHEPHON<br>GLUFOSINATE<br>PROPANIL,494.9,05031,"Craighead County, Arkansas(6)"
